RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168067
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168068
USER	MyComputerJourney	103	END	1678089151813	1678089168069
REQUEST	215		CreateNewComputer	1678089167963	1678089168069	OK	 
REQUEST	213		CreateNewComputer Redirect 1	1678089167972	1678089168079	OK	 
REQUEST	317		LoadNewComputerPage	1678089167992	1678089168107	OK	 
REQUEST	318		LoadNewComputerPage	1678089168012	1678089168120	OK	 
REQUEST	214		CreateNewComputer Redirect 1	1678089168031	1678089168139	OK	 
REQUEST	216		CreateNewComputer	1678089168053	1678089168166	OK	 
REQUEST	319		LoadNewComputerPage	1678089168062	1678089168169	OK	 
REQUEST	215		CreateNewComputer Redirect 1	1678089168069	1678089168177	OK	 
REQUEST	217		CreateNewComputer	1678089168093	1678089168205	OK	 
REQUEST	218		CreateNewComputer	1678089168113	1678089168220	OK	 
REQUEST	105		FilterComputer	1678089168122	1678089168227	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168227
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168228
USER	MyComputerJourney	105	END	1678089151913	1678089168229
REQUEST	320		LoadNewComputerPage	1678089168122	1678089168233	OK	 
REQUEST	106		FilterComputer	1678089168133	1678089168240	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168240
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168241
REQUEST	104		FilterComputer	1678089168133	1678089168241	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168241
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168241
USER	MyComputerJourney	106	END	1678089151963	1678089168242
REQUEST	107		FilterComputer	1678089168133	1678089168241	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168242
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168242
USER	MyComputerJourney	104	END	1678089151862	1678089168242
USER	MyComputerJourney	107	END	1678089152013	1678089168243
REQUEST	219		CreateNewComputer	1678089168173	1678089168279	OK	 
REQUEST	321		LoadNewComputerPage	1678089168172	1678089168281	OK	 
REQUEST	216		CreateNewComputer Redirect 1	1678089168167	1678089168281	OK	 
REQUEST	217		CreateNewComputer Redirect 1	1678089168206	1678089168318	OK	 
REQUEST	322		LoadNewComputerPage	1678089168213	1678089168320	OK	 
REQUEST	218		CreateNewComputer Redirect 1	1678089168221	1678089168328	OK	 
REQUEST	220		CreateNewComputer	1678089168242	1678089168353	OK	 
REQUEST	221		CreateNewComputer	1678089168262	1678089168369	OK	 
REQUEST	323		LoadNewComputerPage	1678089168262	1678089168370	OK	 
REQUEST	219		CreateNewComputer Redirect 1	1678089168279	1678089168390	OK	 
REQUEST	324		LoadNewComputerPage	1678089168312	1678089168420	OK	 
REQUEST	222		CreateNewComputer	1678089168322	1678089168431	OK	 
REQUEST	109		FilterComputer	1678089168343	1678089168447	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168448
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168448
USER	MyComputerJourney	109	END	1678089152113	1678089168450
REQUEST	111		FilterComputer	1678089168343	1678089168450	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	110		FilterComputer	1678089168343	1678089168449	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168451
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168451
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168451
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168452
USER	MyComputerJourney	110	END	1678089152163	1678089168453
USER	MyComputerJourney	111	END	1678089152212	1678089168454
REQUEST	108		FilterComputer	1678089168353	1678089168460	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168461
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168461
USER	MyComputerJourney	108	END	1678089152063	1678089168463
REQUEST	220		CreateNewComputer Redirect 1	1678089168354	1678089168466	OK	 
REQUEST	221		CreateNewComputer Redirect 1	1678089168369	1678089168476	OK	 
REQUEST	325		LoadNewComputerPage	1678089168382	1678089168490	OK	 
REQUEST	223		CreateNewComputer	1678089168382	1678089168490	OK	 
REQUEST	224		CreateNewComputer	1678089168413	1678089168518	OK	 
REQUEST	326		LoadNewComputerPage	1678089168412	1678089168519	OK	 
REQUEST	222		CreateNewComputer Redirect 1	1678089168432	1678089168542	OK	 
REQUEST	327		LoadNewComputerPage	1678089168462	1678089168571	OK	 
REQUEST	223		CreateNewComputer Redirect 1	1678089168491	1678089168602	OK	 
REQUEST	225		CreateNewComputer	1678089168493	1678089168605	OK	 
REQUEST	226		CreateNewComputer	1678089168512	1678089168618	OK	 
REQUEST	328		LoadNewComputerPage	1678089168512	1678089168622	OK	 
REQUEST	224		CreateNewComputer Redirect 1	1678089168519	1678089168626	OK	 
REQUEST	115		FilterComputer	1678089168542	1678089168650	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168651
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168652
USER	MyComputerJourney	115	END	1678089152412	1678089168655
REQUEST	112		FilterComputer	1678089168553	1678089168663	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168664
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168665
USER	MyComputerJourney	112	END	1678089152262	1678089168668
REQUEST	113		FilterComputer	1678089168563	1678089168673	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168674
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168674
USER	MyComputerJourney	113	END	1678089152312	1678089168677
REQUEST	114		FilterComputer	1678089168563	1678089168678	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168682
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168686
REQUEST	227		CreateNewComputer	1678089168572	1678089168683	OK	 
REQUEST	329		LoadNewComputerPage	1678089168572	1678089168686	OK	 
USER	MyComputerJourney	114	END	1678089152362	1678089168693
REQUEST	225		CreateNewComputer Redirect 1	1678089168606	1678089168720	OK	 
REQUEST	228		CreateNewComputer	1678089168612	1678089168723	OK	 
REQUEST	226		CreateNewComputer Redirect 1	1678089168619	1678089168729	OK	 
REQUEST	330		LoadNewComputerPage	1678089168643	1678089168759	OK	 
REQUEST	227		CreateNewComputer Redirect 1	1678089168688	1678089168800	OK	 
REQUEST	229		CreateNewComputer	1678089168693	1678089168804	OK	 
REQUEST	331		LoadNewComputerPage	1678089168682	1678089168807	OK	 
REQUEST	228		CreateNewComputer Redirect 1	1678089168725	1678089168833	OK	 
REQUEST	332		LoadNewComputerPage	1678089168723	1678089168835	OK	 
REQUEST	230		CreateNewComputer	1678089168743	1678089168854	OK	 
REQUEST	119		FilterComputer	1678089168753	1678089168859	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168859
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168860
USER	MyComputerJourney	119	END	1678089152613	1678089168861
REQUEST	118		FilterComputer	1678089168753	1678089168862	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168862
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168862
USER	MyComputerJourney	118	END	1678089152562	1678089168863
REQUEST	116		FilterComputer	1678089168763	1678089168874	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168875
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168875
USER	MyComputerJourney	116	END	1678089152463	1678089168876
REQUEST	117		FilterComputer	1678089168782	1678089168894	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168895
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089168895
USER	MyComputerJourney	117	END	1678089152513	1678089168896
REQUEST	231		CreateNewComputer	1678089168792	1678089168902	OK	 
REQUEST	333		LoadNewComputerPage	1678089168792	1678089168906	OK	 
REQUEST	229		CreateNewComputer Redirect 1	1678089168804	1678089168915	OK	 
REQUEST	334		LoadNewComputerPage	1678089168812	1678089168921	OK	 
REQUEST	232		CreateNewComputer	1678089168832	1678089168942	OK	 
REQUEST	230		CreateNewComputer Redirect 1	1678089168855	1678089168966	OK	 
REQUEST	233		CreateNewComputer	1678089168883	1678089168990	OK	 
REQUEST	335		LoadNewComputerPage	1678089168883	1678089168996	OK	 
REQUEST	231		CreateNewComputer Redirect 1	1678089168903	1678089169014	OK	 
REQUEST	336		LoadNewComputerPage	1678089168912	1678089169019	OK	 
REQUEST	234		CreateNewComputer	1678089168922	1678089169030	OK	 
REQUEST	232		CreateNewComputer Redirect 1	1678089168942	1678089169051	OK	 
REQUEST	123		FilterComputer	1678089168953	1678089169056	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169057
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169057
USER	MyComputerJourney	123	END	1678089152812	1678089169058
REQUEST	120		FilterComputer	1678089168953	1678089169059	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169060
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169060
USER	MyComputerJourney	120	END	1678089152663	1678089169061
REQUEST	235		CreateNewComputer	1678089168972	1678089169079	OK	 
REQUEST	337		LoadNewComputerPage	1678089168972	1678089169083	OK	 
REQUEST	233		CreateNewComputer Redirect 1	1678089168990	1678089169099	OK	 
REQUEST	338		LoadNewComputerPage	1678089169012	1678089169118	OK	 
REQUEST	236		CreateNewComputer	1678089169012	1678089169119	OK	 
REQUEST	234		CreateNewComputer Redirect 1	1678089169030	1678089169137	OK	 
REQUEST	122		FilterComputer	1678089169063	1678089169169	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169169
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169169
USER	MyComputerJourney	122	END	1678089152762	1678089169170
REQUEST	237		CreateNewComputer	1678089169072	1678089169177	OK	 
REQUEST	121		FilterComputer	1678089169072	1678089169183	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169183
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169183
USER	MyComputerJourney	121	END	1678089152713	1678089169184
REQUEST	235		CreateNewComputer Redirect 1	1678089169079	1678089169186	OK	 
REQUEST	339		LoadNewComputerPage	1678089169082	1678089169193	OK	 
REQUEST	236		CreateNewComputer Redirect 1	1678089169120	1678089169227	OK	 
REQUEST	340		LoadNewComputerPage	1678089169122	1678089169234	OK	 
REQUEST	125		FilterComputer	1678089169143	1678089169247	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169247
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169247
USER	MyComputerJourney	125	END	1678089152912	1678089169247
REQUEST	239		CreateNewComputer	1678089169152	1678089169255	OK	 
REQUEST	238		CreateNewComputer	1678089169152	1678089169265	OK	 
REQUEST	127		FilterComputer	1678089169162	1678089169269	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169269
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169270
REQUEST	341		LoadNewComputerPage	1678089169162	1678089169270	OK	 
USER	MyComputerJourney	127	END	1678089153013	1678089169270
REQUEST	124		FilterComputer	1678089169162	1678089169271	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169272
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169272
USER	MyComputerJourney	124	END	1678089152863	1678089169272
REQUEST	128		FilterComputer	1678089169162	1678089169274	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169274
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169274
USER	MyComputerJourney	128	END	1678089153063	1678089169275
REQUEST	126		FilterComputer	1678089169172	1678089169280	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169281
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169281
USER	MyComputerJourney	126	END	1678089152962	1678089169281
REQUEST	237		CreateNewComputer Redirect 1	1678089169178	1678089169284	OK	 
REQUEST	342		LoadNewComputerPage	1678089169213	1678089169320	OK	 
REQUEST	240		CreateNewComputer	1678089169223	1678089169332	OK	 
REQUEST	239		CreateNewComputer Redirect 1	1678089169255	1678089169359	OK	 
REQUEST	343		LoadNewComputerPage	1678089169262	1678089169369	OK	 
REQUEST	238		CreateNewComputer Redirect 1	1678089169265	1678089169380	OK	 
REQUEST	241		CreateNewComputer	1678089169282	1678089169392	OK	 
REQUEST	242		CreateNewComputer	1678089169332	1678089169440	OK	 
REQUEST	240		CreateNewComputer Redirect 1	1678089169332	1678089169442	OK	 
REQUEST	345		LoadNewComputerPage	1678089169352	1678089169459	OK	 
REQUEST	243		CreateNewComputer	1678089169362	1678089169468	OK	 
REQUEST	344		LoadNewComputerPage	1678089169372	1678089169493	OK	 
REQUEST	241		CreateNewComputer Redirect 1	1678089169392	1678089169502	OK	 
REQUEST	346		LoadNewComputerPage	1678089169413	1678089169520	OK	 
REQUEST	242		CreateNewComputer Redirect 1	1678089169441	1678089169550	OK	 
REQUEST	244		CreateNewComputer	1678089169442	1678089169552	OK	 
REQUEST	245		CreateNewComputer	1678089169462	1678089169568	OK	 
REQUEST	243		CreateNewComputer Redirect 1	1678089169469	1678089169576	OK	 
REQUEST	347		LoadNewComputerPage	1678089169473	1678089169584	OK	 
REQUEST	246		CreateNewComputer	1678089169522	1678089169630	OK	 
REQUEST	348		LoadNewComputerPage	1678089169522	1678089169631	OK	 
REQUEST	129		FilterComputer	1678089169553	1678089169660	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169661
REQUEST	349		LoadNewComputerPage	1678089169553	1678089169662	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169663
REQUEST	244		CreateNewComputer Redirect 1	1678089169553	1678089169665	OK	 
USER	MyComputerJourney	129	END	1678089153112	1678089169667
REQUEST	134		FilterComputer	1678089169562	1678089169669	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169670
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169671
USER	MyComputerJourney	134	END	1678089153363	1678089169673
REQUEST	245		CreateNewComputer Redirect 1	1678089169569	1678089169675	OK	 
REQUEST	136		FilterComputer	1678089169572	1678089169679	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169680
REQUEST	135		FilterComputer	1678089169572	1678089169680	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169681
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169681
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169681
REQUEST	130		FilterComputer	1678089169572	1678089169681	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169681
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169682
USER	MyComputerJourney	135	END	1678089153413	1678089169683
USER	MyComputerJourney	130	END	1678089153162	1678089169685
USER	MyComputerJourney	136	END	1678089153463	1678089169685
REQUEST	247		CreateNewComputer	1678089169593	1678089169704	OK	 
REQUEST	350		LoadNewComputerPage	1678089169602	1678089169709	OK	 
REQUEST	133		FilterComputer	1678089169602	1678089169718	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169719
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169720
USER	MyComputerJourney	133	END	1678089153313	1678089169722
REQUEST	246		CreateNewComputer Redirect 1	1678089169631	1678089169740	OK	 
REQUEST	248		CreateNewComputer	1678089169653	1678089169767	OK	 
REQUEST	249		CreateNewComputer	1678089169683	1678089169795	OK	 
REQUEST	351		LoadNewComputerPage	1678089169682	1678089169797	OK	 
REQUEST	247		CreateNewComputer Redirect 1	1678089169705	1678089169819	OK	 
REQUEST	250		CreateNewComputer	1678089169713	1678089169819	OK	 
REQUEST	352		LoadNewComputerPage	1678089169723	1678089169835	OK	 
REQUEST	139		FilterComputer	1678089169752	1678089169857	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169857
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169858
USER	MyComputerJourney	139	END	1678089153613	1678089169860
REQUEST	353		LoadNewComputerPage	1678089169762	1678089169872	OK	 
REQUEST	248		CreateNewComputer Redirect 1	1678089169768	1678089169883	OK	 
REQUEST	137		FilterComputer	1678089169783	1678089169890	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169892
REQUEST	251		CreateNewComputer	1678089169783	1678089169892	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169898
REQUEST	138		FilterComputer	1678089169802	1678089169915	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169916
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169917
USER	MyComputerJourney	138	END	1678089153563	1678089169920
USER	MyComputerJourney	137	END	1678089153513	1678089169920
REQUEST	354		LoadNewComputerPage	1678089169812	1678089169922	OK	 
REQUEST	249		CreateNewComputer Redirect 1	1678089169796	1678089169926	OK	 
REQUEST	140		FilterComputer	1678089169812	1678089169929	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169930
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089169931
REQUEST	250		CreateNewComputer Redirect 1	1678089169820	1678089169928	OK	 
USER	MyComputerJourney	140	END	1678089153662	1678089169936
REQUEST	252		CreateNewComputer	1678089169843	1678089169955	OK	 
REQUEST	355		LoadNewComputerPage	1678089169862	1678089169971	OK	 
REQUEST	253		CreateNewComputer	1678089169873	1678089169981	OK	 
REQUEST	251		CreateNewComputer Redirect 1	1678089169897	1678089170008	OK	 
REQUEST	356		LoadNewComputerPage	1678089169903	1678089170010	OK	 
REQUEST	254		CreateNewComputer	1678089169933	1678089170041	OK	 
REQUEST	252		CreateNewComputer Redirect 1	1678089169955	1678089170067	OK	 
REQUEST	357		LoadNewComputerPage	1678089169963	1678089170070	OK	 
REQUEST	253		CreateNewComputer Redirect 1	1678089169981	1678089170089	OK	 
REQUEST	144		FilterComputer	1678089169983	1678089170089	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170090
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170090
USER	MyComputerJourney	144	END	1678089153862	1678089170091
REQUEST	143		FilterComputer	1678089169992	1678089170099	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170101
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170101
REQUEST	142		FilterComputer	1678089169992	1678089170101	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170102
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170102
USER	MyComputerJourney	142	END	1678089153763	1678089170104
USER	MyComputerJourney	143	END	1678089153813	1678089170104
REQUEST	141		FilterComputer	1678089170002	1678089170114	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170115
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170116
REQUEST	255		CreateNewComputer	1678089170002	1678089170117	OK	 
USER	MyComputerJourney	141	END	1678089153712	1678089170118
REQUEST	256		CreateNewComputer	1678089170012	1678089170120	OK	 
REQUEST	254		CreateNewComputer Redirect 1	1678089170041	1678089170151	OK	 
REQUEST	359		LoadNewComputerPage	1678089170052	1678089170159	OK	 
REQUEST	358		LoadNewComputerPage	1678089170043	1678089170159	OK	 
REQUEST	257		CreateNewComputer	1678089170083	1678089170191	OK	 
REQUEST	360		LoadNewComputerPage	1678089170112	1678089170222	OK	 
REQUEST	256		CreateNewComputer Redirect 1	1678089170122	1678089170229	OK	 
REQUEST	258		CreateNewComputer	1678089170123	1678089170232	OK	 
REQUEST	255		CreateNewComputer Redirect 1	1678089170119	1678089170235	OK	 
REQUEST	146		FilterComputer	1678089170173	1678089170280	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170281
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170282
USER	MyComputerJourney	146	END	1678089153962	1678089170284
REQUEST	147		FilterComputer	1678089170183	1678089170289	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170290
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170291
USER	MyComputerJourney	147	END	1678089154017	1678089170293
REQUEST	361		LoadNewComputerPage	1678089170182	1678089170296	OK	 
REQUEST	257		CreateNewComputer Redirect 1	1678089170193	1678089170304	OK	 
REQUEST	259		CreateNewComputer	1678089170193	1678089170304	OK	 
REQUEST	148		FilterComputer	1678089170203	1678089170315	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170316
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170317
USER	MyComputerJourney	148	END	1678089154053	1678089170319
REQUEST	260		CreateNewComputer	1678089170213	1678089170321	OK	 
REQUEST	362		LoadNewComputerPage	1678089170222	1678089170333	OK	 
REQUEST	258		CreateNewComputer Redirect 1	1678089170234	1678089170344	OK	 
REQUEST	363		LoadNewComputerPage	1678089170263	1678089170372	OK	 
REQUEST	261		CreateNewComputer	1678089170283	1678089170391	OK	 
REQUEST	259		CreateNewComputer Redirect 1	1678089170306	1678089170418	OK	 
REQUEST	364		LoadNewComputerPage	1678089170313	1678089170423	OK	 
REQUEST	260		CreateNewComputer Redirect 1	1678089170323	1678089170429	OK	 
REQUEST	262		CreateNewComputer	1678089170335	1678089170445	OK	 
REQUEST	365		LoadNewComputerPage	1678089170363	1678089170472	OK	 
REQUEST	263		CreateNewComputer	1678089170383	1678089170492	OK	 
REQUEST	261		CreateNewComputer Redirect 1	1678089170393	1678089170503	OK	 
REQUEST	152		FilterComputer	1678089170393	1678089170503	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170504
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170505
USER	MyComputerJourney	152	END	1678089154252	1678089170507
REQUEST	151		FilterComputer	1678089170402	1678089170512	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170513
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170513
REQUEST	149		FilterComputer	1678089170402	1678089170515	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	131		FilterComputer	1678089170402	1678089170515	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170516
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170516
USER	MyComputerJourney	151	END	1678089154202	1678089170516
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170517
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170518
USER	MyComputerJourney	131	END	1678089153213	1678089170519
USER	MyComputerJourney	149	END	1678089154102	1678089170519
REQUEST	132		FilterComputer	1678089170423	1678089170527	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170528
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170529
USER	MyComputerJourney	132	END	1678089153263	1678089170531
REQUEST	366		LoadNewComputerPage	1678089170433	1678089170541	OK	 
REQUEST	264		CreateNewComputer	1678089170433	1678089170543	OK	 
