RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
USER	MyComputerJourney	361	END	1678089164712	1678089180647
REQUEST	362		FilterComputer	1678089180552	1678089180661	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180661
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180661
USER	MyComputerJourney	362	END	1678089164763	1678089180662
REQUEST	363		FilterComputer	1678089180592	1678089180699	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180700
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180700
USER	MyComputerJourney	363	END	1678089164813	1678089180701
REQUEST	364		FilterComputer	1678089180652	1678089180761	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180761
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180761
USER	MyComputerJourney	364	END	1678089164862	1678089180761
REQUEST	365		FilterComputer	1678089180682	1678089180790	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180790
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180790
USER	MyComputerJourney	365	END	1678089164912	1678089180791
REQUEST	366		FilterComputer	1678089180762	1678089180870	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180871
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180871
USER	MyComputerJourney	366	END	1678089164963	1678089180873
REQUEST	367		FilterComputer	1678089180792	1678089180900	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180900
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180901
USER	MyComputerJourney	367	END	1678089165012	1678089180903
REQUEST	368		FilterComputer	1678089180873	1678089180986	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180987
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180987
USER	MyComputerJourney	368	END	1678089165062	1678089180987
REQUEST	369		FilterComputer	1678089180882	1678089180990	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180990
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089180990
USER	MyComputerJourney	369	END	1678089165112	1678089180991
REQUEST	370		FilterComputer	1678089180933	1678089181038	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181039
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181039
USER	MyComputerJourney	370	END	1678089165163	1678089181040
REQUEST	371		FilterComputer	1678089180982	1678089181090	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181091
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181091
USER	MyComputerJourney	371	END	1678089165212	1678089181093
REQUEST	372		FilterComputer	1678089181072	1678089181186	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181186
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181187
USER	MyComputerJourney	372	END	1678089165263	1678089181189
REQUEST	373		FilterComputer	1678089181082	1678089181189	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181190
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181190
USER	MyComputerJourney	373	END	1678089165313	1678089181191
REQUEST	374		FilterComputer	1678089181133	1678089181240	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181241
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181241
USER	MyComputerJourney	374	END	1678089165363	1678089181243
REQUEST	375		FilterComputer	1678089181203	1678089181312	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181312
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181313
USER	MyComputerJourney	375	END	1678089165412	1678089181315
REQUEST	376		FilterComputer	1678089181232	1678089181342	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181342
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181343
USER	MyComputerJourney	376	END	1678089165462	1678089181345
REQUEST	377		FilterComputer	1678089181282	1678089181390	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181390
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181391
USER	MyComputerJourney	377	END	1678089165512	1678089181392
REQUEST	378		FilterComputer	1678089181373	1678089181488	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181489
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181489
USER	MyComputerJourney	378	END	1678089165562	1678089181490
REQUEST	379		FilterComputer	1678089181392	1678089181503	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181503
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181504
USER	MyComputerJourney	379	END	1678089165613	1678089181505
REQUEST	380		FilterComputer	1678089181433	1678089181542	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181543
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181544
USER	MyComputerJourney	380	END	1678089165662	1678089181547
REQUEST	381		FilterComputer	1678089181483	1678089181592	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181593
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181593
USER	MyComputerJourney	381	END	1678089165712	1678089181596
REQUEST	382		FilterComputer	1678089181533	1678089181642	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181642
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181642
USER	MyComputerJourney	382	END	1678089165762	1678089181643
REQUEST	384		FilterComputer	1678089181623	1678089181729	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181730
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181730
USER	MyComputerJourney	384	END	1678089165863	1678089181732
REQUEST	383		FilterComputer	1678089181652	1678089181770	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181771
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181771
USER	MyComputerJourney	383	END	1678089165813	1678089181775
REQUEST	385		FilterComputer	1678089181683	1678089181791	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181793
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181793
USER	MyComputerJourney	385	END	1678089165912	1678089181795
REQUEST	386		FilterComputer	1678089181732	1678089181841	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181842
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181842
USER	MyComputerJourney	386	END	1678089165963	1678089181845
REQUEST	387		FilterComputer	1678089181802	1678089181911	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181912
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181912
USER	MyComputerJourney	387	END	1678089166012	1678089181914
REQUEST	388		FilterComputer	1678089181832	1678089181942	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181943
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089181944
USER	MyComputerJourney	388	END	1678089166062	1678089181945
REQUEST	389		FilterComputer	1678089181892	1678089182002	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182002
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182002
USER	MyComputerJourney	389	END	1678089166112	1678089182005
REQUEST	390		FilterComputer	1678089181923	1678089182028	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182028
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182028
USER	MyComputerJourney	390	END	1678089166162	1678089182029
REQUEST	391		FilterComputer	1678089181973	1678089182079	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182079
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182079
USER	MyComputerJourney	391	END	1678089166212	1678089182080
REQUEST	392		FilterComputer	1678089182053	1678089182163	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182163
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182163
USER	MyComputerJourney	392	END	1678089166263	1678089182163
REQUEST	393		FilterComputer	1678089182092	1678089182200	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182200
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182200
USER	MyComputerJourney	393	END	1678089166312	1678089182201
REQUEST	394		FilterComputer	1678089182133	1678089182240	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182240
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182240
USER	MyComputerJourney	394	END	1678089166362	1678089182241
REQUEST	395		FilterComputer	1678089182192	1678089182300	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182300
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089182300
